37479, 3407, 8837, 29664, 10823, -273, 100, -145, 704
37489, 3408, 8832, 28628, 10823, -247, 106, -214, 704
37499, 3409, 8836, 28686, 10823, -247, 69, -272, 704
37509, 3410, 8834, 28707, 10825, -197, 72, -331, 704
37519, 3411, 8844, 20057, 10826, -128, 106, -354, 704
37529, 3412, 8840, 18426, 10823, -122, 112, -362, 704
37539, 3413, 8844, 18992, 10824, -122, 112, -362, 704
37549, 3414, 8844, 9384, 10823, -174, 131, -274, 704
37559, 3415, 8845, 18606, 10823, -138, 189, -275, 704
37569, 3416, 8847, 9354, 10822, -82, 241, -237, 704
37579, 3417, 8854, 9414, 10819, -153, 280, -222, 704
37589, 3418, 8854, 18959, 10819, -189, 270, -181, 704
37599, 3419, 8860, 18870, 10818, -171, 221, -149, 704
37609, 3420, 8862, 8825, 10819, -222, 219, -167, 704
37619, 3421, 8863, 18832, 10820, -141, 226, -180, 703
37629, 3422, 8876, 18664, 10818, -120, 251, -235, 703
37639, 3423, 8867, 20195, 10826, -85, 264, -231, 703
37649, 3424, 8881, 18483, 10822, -126, 227, -221, 703
37659, 3425, 8877, 18584, 10821, -138, 252, -243, 703
37669, 3426, 8885, 8932, 10822, -174, 242, -206, 703
37679, 3427, 8879, 9090, 10823, -125, 215, -199, 703
37689, 3428, 8882, 8804, 10823, -125, 215, -191, 703
37699, 3429, 8877, 9139, 10823, -149, 244, -191, 703
37709, 3430, 8890, 9112, 10826, -187, 259, -161, 703
37719, 3431, 8888, 9169, 10827, -145, 298, -136, 704
37729, 3432, 8893, 9181, 10826, -192, 301, -193, 704
37739, 3433, 8890, 9070, 10824, -189, 318, -218, 704
37749, 3434, 8894, 9061, 10826, -185, 303, -208, 704
37759, 3435, 8898, 8888, 10829, -172, 314, -172, 704
37769, 3436, 8893, 9104, 10831, -206, 346, -143, 704
37779, 3437, 8896, 8907, 10832, -282, 291, -66, 704
37789, 3438, 8896, 9132, 10832, -249, 278, -61, 704
37799, 3439, 8900, 8952, 10829, -253, 289, -73, 704
37809, 3440, 8894, 18019, 10832, -270, 280, -68, 704
37819, 3441, 8892, 9141, 10834, -251, 240, -96, 704
37829, 3442, 8907, 18016, 10837, -111, 219, -142, 704
37839, 3443, 8896, 9108, 10833, -113, 196, -175, 704
37849, 3444, 8895, 9188, 10830, -113, 196, -175, 704
37859, 3445, 8896, 9140, 10832, -155, 211, -190, 704
37869, 3446, 8899, 9158, 10835, -181, 168, -229, 704
37879, 3447, 8899, 8782, 10832, -165, 174, -197, 704
37889, 3448, 8894, 17519, 10837, -188, 236, -189, 704
37899, 3449, 8896, 9108, 10830, -128, 221, -192, 704
37909, 3450, 8900, 9077, 10831, -113, 228, -210, 704
37919, 3451, 8900, 29698, 10825, -154, 229, -236, 704
37929, 3452, 8900, 17630, 10829, -191, 255, -211, 704
37939, 3453, 8893, 9135, 10830, -171, 263, -232, 704
37949, 3454, 8905, 9166, 10828, -209, 245, -227, 704
37959, 3455, 8893, 9142, 10829, -185, 240, -203, 704
37969, 3456, 8896, 9077, 10829, -213, 205, -178, 704
37979, 3457, 8899, 17036, 10827, -224, 239, -177, 704
37989, 3458, 8906, 8439, 10831, -201, 259, -139, 704
37999, 3459, 8909, 9157, 10827, -222, 225, -118, 704
38009, 3460, 8903, 9187, 10830, -222, 225, -118, 704
38019, 3461, 8905, 9141, 10826, -176, 236, -101, 703
38029, 3462, 8901, 9200, 10825, -164, 241, -96, 703
38039, 3463, 8906, 7606, 10827, -155, 260, -130, 703
38049, 3464, 8902, 17622, 10827, -178, 251, -113, 703
38059, 3465, 8895, 9095, 10823, -208, 240, -114, 703
38069, 3466, 8902, 17566, 10827, -189, 217, -120, 703
38079, 3467, 8906, 9112, 10829, -184, 178, -88, 703
38089, 3468, 8900, 17863, 10825, -188, 139, -50, 703
38099, 3469, 8898, 9011, 10829, -160, 151, -62, 703
38109, 3470, 8903, 18115, 10829, -201, 157, -73, 703
38119, 3471, 8906, 9118, 10827, -219, 155, -61, 704
38129, 3472, 8900, 9136, 10823, -223, 161, -44, 704
38139, 3473, 8906, 9098, 10826, -201, 198, -86, 704
38149, 3474, 8901, 9202, 10829, -281, 224, -89, 704
38159, 3475, 8905, 9180, 10830, -281, 224, -134, 704
38169, 3476, 8897, 8382, 10827, -310, 238, -134, 704
38179, 3477, 8908, 9111, 10829, -318, 269, -114, 704
38189, 3478, 8905, 17604, 10825, -273, 257, -135, 704
38199, 3479, 8915, 8853, 10827, -266, 296, -145, 704
38209, 3480, 8913, 28688, 10827, -241, 298, -128, 704
38219, 3481, 8911, 18995, 10831, -248, 303, -93, 703
38229, 3482, 8905, 18682, 10825, -191, 299, -127, 703
38239, 3483, 8908, 29646, 10828, -192, 292, -151, 703
38249, 3484, 8907, 29645, 10828, -159, 242, -101, 703
38259, 3485, 8908, 18842, 10831, -161, 248, -108, 703
38269, 3486, 8903, 17276, 10824, -168, 261, -105, 703
38279, 3487, 8906, 8936, 10829, -187, 258, -135, 703
38289, 3488, 8912, 8911, 10824, -181, 287, -164, 703
38299, 3489, 8913, 9194, 10827, -224, 286, -173, 703
38309, 3490, 8906, 8941, 10830, -174, 259, -152, 703
38319, 3491, 8902, 9200, 10826, -174, 259, -152, 703
38329, 3492, 8913, 9200, 10828, -191, 252, -161, 703
38339, 3493, 8911, 9130, 10826, -183, 213, -184, 703
38349, 3494, 8909, 9131, 10828, -180, 186, -176, 703
38359, 3495, 8910, 9146, 10832, -223, 204, -196, 703
38369, 3496, 8910, 9204, 10827, -214, 188, -172, 703
38379, 3497, 8915, 9130, 10825, -258, 180, -176, 703
38389, 3498, 8907, 9180, 10829, -267, 197, -193, 703
38399, 3499, 8914, 9181, 10833, -277, 184, -193, 703
38409, 3500, 8909, 9169, 10833, -263, 219, -209, 703
38419, 3501, 8908, 9159, 10831, -224, 230, -237, 703
38429, 3502, 8902, 9148, 10833, -161, 251, -279, 703
38439, 3503, 8908, 9121, 10834, -175, 266, -271, 703
38449, 3504, 8913, 17602, 10831, -160, 228, -256, 703
38459, 3505, 8915, 9199, 10830, -144, 190, -260, 703
38469, 3506, 8911, 9195, 10832, -162, 237, -231, 703
38479, 3507, 8911, 9183, 10839, -162, 237, -231, 703
38489, 3508, 8909, 8963, 10832, -195, 247, -218, 703
38499, 3509, 8915, 8953, 10834, -217, 216, -224, 703
38509, 3510, 8913, 8989, 10834, -221, 248, -266, 703
38519, 3511, 8915, 8953, 10831, -244, 235, -272, 703
38529, 3512, 8904, 8966, 10839, -220, 246, -282, 703
38539, 3513, 8913, 8950, 10833, -229, 231, -315, 703
38549, 3514, 8909, 8950, 10833, -187, 232, -280, 703
38559, 3515, 8914, 8943, 10833, -206, 202, -249, 703
38569, 3516, 8909, 8964, 10836, -198, 183, -220, 703
38579, 3517, 8913, 8953, 10835, -264, 184, -139, 703
38589, 3518, 8911, 8982, 10834, -225, 233, -179, 703
38599, 3519, 8912, 9154, 10838, -293, 228, -206, 703
38609, 3520, 8922, 9170, 10839, -332, 230, -147, 703
38619, 3521, 8915, 9157, 10841, -275, 241, -149, 704
38629, 3522, 8911, 9138, 10836, -275, 241, -149, 704
38639, 3523, 8908, 9181, 10843, -267, 243, -152, 704
38649, 3524, 8918, 9151, 10840, -146, 197, -179, 704
38659, 3525, 8911, 9138, 10838, -112, 183, -254, 704
38669, 3526, 8911, 9120, 10840, -105, 210, -233, 704
38679, 3527, 8908, 9155, 10838, -145, 187, -197, 704
38689, 3528, 8914, 9116, 10835, -178, 195, -196, 704
38699, 3529, 8917, 9191, 10838, -218, 214, -169, 704
38709, 3530, 8914, 9152, 10834, -208, 221, -219, 704
38719, 3531, 8914, 9175, 10838, -180, 220, -219, 704
38729, 3532, 8920, 9143, 10835, -190, 223, -198, 704
38739, 3533, 8922, 9113, 10834, -175, 251, -207, 704
38749, 3534, 8912, 9188, 10832, -217, 216, -185, 704
38759, 3535, 8911, 9172, 10837, -247, 206, -138, 704
38769, 3536, 8907, 9144, 10837, -253, 172, -114, 704
38779, 3537, 8912, 9003, 10835, -285, 166, -87, 704
38789, 3538, 8907, 8366, 10832, -285, 166, -87, 704
38799, 3539, 8916, 29662, 10834, -243, 171, -97, 704
38809, 3540, 8911, 18597, 10836, -181, 182, -87, 704
38819, 3541, 8910, 9070, 10830, -228, 190, -127, 703
38829, 3542, 8908, 8896, 10830, -290, 235, -99, 703
38839, 3543, 8916, 18016, 10835, -250, 213, -105, 703
38849, 3544, 8916, 18421, 10832, -231, 191, -133, 703
38859, 3545, 8908, 28698, 10829, -255, 209, -117, 703
38869, 3546, 8912, 19104, 10833, -306, 207, -77, 703
38879, 3547, 8914, 18166, 10834, -304, 206, -92, 703
38889, 3548, 8908, 8673, 10834, -262, 187, -63, 703
38899, 3549, 8918, 8798, 10834, -216, 200, -54, 703
38909, 3550, 8917, 8534, 10832, -177, 144, -80, 703
38919, 3551, 8906, 17812, 10828, -206, 161, -121, 704
38929, 3552, 8912, 29617, 10832, -168, 179, -154, 704
38939, 3553, 8910, 9014, 10834, -242, 151, -162, 704
38949, 3554, 8910, 29667, 10829, -242, 151, -162, 704
38959, 3555, 8916, 29667, 10833, -270, 176, -187, 704
38969, 3556, 8913, 29695, 10831, -254, 204, -177, 704
38979, 3557, 8913, 8661, 10831, -241, 199, -139, 704
38989, 3558, 8906, 8652, 10829, -281, 178, -167, 704
38999, 3559, 8913, 8693, 10834, -214, 144, -185, 704
39009, 3560, 8918, 29654, 10831, -193, 162, -192, 704
39019, 3561, 8915, 29683, 10830, -214, 176, -163, 704
39029, 3562, 8916, 29703, 10829, -196, 187, -184, 704
39039, 3563, 8907, 29675, 10836, -204, 186, -191, 704
39049, 3564, 8911, 28690, 10834, -258, 196, -161, 704
39059, 3565, 8911, 18231, 10833, -211, 203, -153, 704
39069, 3566, 8918, 8929, 10831, -210, 166, -151, 704
39079, 3567, 8910, 18367, 10832, -212, 153, -151, 704
39089, 3568, 8913, 8883, 10832, -210, 182, -152, 704
39099, 3569, 8908, 8945, 10833, -210, 182, -152, 704
39109, 3570, 8909, 9211, 10836, -194, 156, -161, 704
39119, 3571, 8912, 8870, 10832, -209, 138, -188, 704
39129, 3572, 8915, 18107, 10833, -155, 154, -176, 704
39139, 3573, 8916, 8850, 10833, -202, 143, -219, 704
39149, 3574, 8916, 8807, 10835, -249, 151, -239, 704
39159, 3575, 8915, 29692, 10834, -267, 140, -231, 704
39169, 3576, 8918, 29697, 10833, -269, 169, -250, 704
39179, 3577, 8917, 28629, 10834, -241, 171, -254, 704
39189, 3578, 8917, 9212, 10833, -210, 248, -267, 704
39199, 3579, 8912, 9163, 10834, -311, 267, -274, 704
39209, 3580, 8917, 8937, 10833, -298, 309, -260, 704
39219, 3581, 8918, 8989, 10836, -323, 366, -276, 703
39229, 3582, 8914, 9000, 10834, -371, 443, -267, 703
0, -239, 703
39259, 3585, 8916, 8994, 10838, -291, 450, -210, 703
39269, 3586, 8910, 9007, 10834, -323, 457, -39299, 3589, 8923, 8980, 10833, -302, 436, -92, 703
39319, 3591, 8913, 9047, 10839, -320, 364, -125, 704
39329, 3592, 8928, 8963, 10835, -331, 311, -157, 704
39379, 3597, 8920, 8996, 10835, -291, 55, -191, 704
39409, 3600, 8905, 9041, 10831, -341, 121, -54, 704
39419, 3601, 8913, 9044, 10836, -37, 208, -38, 703
39439, 3603, 8909, 9035, 10836, -376, 262, -53, 703
39459, 3605, 8912, 9025, 10838, -359, 224, -66, 703
39499, 3609, 8912, 8998, 10836, -133, 207, -165, 703
39519, 3611, 8905, 8990, 10833, -131, 146, -200, 703
39529, 3612, 8911, 8989, 10835, -152, 98, -220, 703
39539, 3613, 8907, 8986, 10837, -216, 75, -229, 703
39549, 3614, 8901, 8969, 10835, -210, 21, -205, 703
39559, 3615, 8900, 8988, 10835, -261, -53, -203, 703
39579, 3617, 8902, 8973, 10830, -302, -117, -132, 703
39599, 3619, 8890, 8986, 10826, -421, -294, -25, 703
39619, 3621, 8879, 8953, 10823, -479, -400, 38, 703
39639, 3623, 8870, 8956, 10819, -410, -194, -50, 703
39659, 3625, 8851, 89639669, 3626, 8851, 8993, 10824, -124, 310, -273, 703
39679, 3627, 8858, 8943, 10820, 0, 365, -333, 703
39689, 3628, 8845, 8963, 10819, -40, 326, -293, 703
39719, 3631, 8844, 9190, 10826, -191, -25, 16, 703
39739, 3633, 8842, 9080, 10833, -323, -155, 61, 703
06, 103, 703
39789, 3638, 8843, 9179, 10834, -181, -44, -120, 703
39799, 3639, 8849, 9162, 10838, -178, 38, -32, 703
39809, 3640, 8842, 30405, 10837, -238, 98, -10, 703
39819, 3641, 8849, 28641, 10835, -253, 128, -30, 703
39839, 3643, 8859, 9092, 10832, -247, 247, -69, 703
39849, 3644, 8855, 9142, 10833, -221, 288, 0, 703
1, 703
39879, 3647, 8872, 9100, 10841, -166, 288, -47, 703
39889, 3648, 8869, 8619, 10836, -136, 313, -47, 703
39899, 3649, 8883, 9162, 10835, -87, 314, -113, 703
39919, 3651, 8884, 9141, 10842, -21, 279, -265, 703
39929, 3652, 8891, 9129, 10844, 6, 255, -306, 703
39949, 3654, 8900, 17403, 10846, -163, 56, -227, 703
39959, 3655, 8900, 17756, 10846, -279, -103, -230, 703
39979, 3657, 8905, 9111, 10852, -273, -147, -238, 703
9159, 10850, -250, -126, -308, 703
40009, 3660, 8904, 9176, 10850, -212, 37, -341, 703
40039, 3663, 8907, 9160, 10846, -87, 109, -262, 703
40049, 3664, 8899, 17513, 10844, -122, 152, -228, 703
40069, 3666, 8907, 28526, 10839, -202, 273, -157, 703
40089, 3668, 8917, 28533, 10843, -202, 357, -155, 703
, 362, -213, 703
40129, 3672, 8909, 28868, 10837, -258, 350, -316, 703
40139, 3673, 8914, 9182, 10838, -232, 292, -342, 703
40159, 3675, 8910, 28674, 10844, -221, 197, -333, 703
40199, 3679, 8911, 30669, 10841, -284, 230, -280, 703
40209, 3680, 8920, 30916, 10840, -272, 238, -272, 703
40229, 3682, 8921, 29758, 10841, -287, 301, -202, 703
40239, 3683, 8918, 7446, 10843, -279, 296, -146, 703
40249, 3684, 8916, 29724, 10842, -250, 298, -111, 703
40259, 3685, 8923, 9176, 10845, -210, 319, -91, 703
40269, 3686, 8927, 9167, 10843, -270, 336, -58, 703
40289, 3688, 8927, 9004, 10849, -143, 414, -117, 703
40309, 3690, 8922, 30891, 10853, 68, 499, -179, 703
40339, 3693, 8922, 15502, 10857, 94, 393, -28, 703
40359, 3695, 8919, 29873, 10860, 78, 315, 43, 703
40379, 3697, 8929, 9172, 10859, -14, 192, 54, 703
40399, 3699, 8919, 8678, 10856, -114, 253, -144, 703
40419, 3701, 8921, 28641, 10858, -48, 293, -287, 703
40429, 3702, 8920, 9196, 10857, -37, 304, -275, 703
40459, 3705, 8921, 17872, 10854, -122, 240, -198, 703
40489, 3708, 8921, 29744, 1085840499, 3709, 8917, 29668, 10861, -275, 265, -174, 703
40519, 3711, 8913, 18017, 10857, -220, 239, -180, 704
 17499, 10852, -209, 275, -141, 704
83, 222, -940569, 3716, 8914, 29682, 10850, -187, 258, -76, 704
40579, 3717, 8907, 29680, 10852, -226, 267, -46, 704
40599, 3719, 8906, 29707, 10854, -266, 245, -62, 704
40619, 3721, 8907, 29696, 10848, -228, 195, -19, 704
40629, 3722, 8906, 29692, 10848, -197, 189, 0, 40649, 3724, 8909, 29784, 10848, -223, 117, 36, 704
40669, 3726, 8906, 18389, 10847, -210, 172, -21, 704
40679, 3727, 8904, 8892, 10845, -237, 192, -27, 704
40689, 3728, 8904, 17749, 10846, -301, 190, -38, 704
40709, 3730, 8908, 17664, 10844, -225, 169, -78, 704
40719, 3731, 8911, 28684, 10844, -211, 162, -59, 703
40739, 3733, 8910, 28627, 10845, -257, 144, -30, 703
40749, 3734, 8905, 8903, 10843, -236, 170, -81, 703
40759, 3735, 8911, 8674, 10841, -195, 160, -63, 703
40819, 3741, 8906, 28587, 10844, -68, 116, -86, 703
40829, 3742, 8910, 17417, 10845, -83, 92, -91, 703
40869, 3746, 8910, 28663, 10842, -153, 97, -122, 703
40879, 3747, 8909, 28689, 10842, -195, 122, -124, 703
40899, 3749, 840909, 3750, 8906, 9232, 10843, -242, 164, -104, 703
40929, 3752, 8913, 28453, 10843, -281, 186, -95, 703
40969, 3756, 8912, 18612, 10842, -261, 197, -86, 703
40979, 3757, 8912, 29444, 10844, -261, 197, -86, 703
40999, 3759, 8911, 28738, 10848, -229, 193, -139, 741019, 3761, 8919, 29756, 10845, -164, 177, -181, 703
41039, 3763, 8913, 29733, 10845, -134, 138, -237, 703
41059, 3765, 8913, 29929, 10846, -114, 172, -256, 703
41079, 3767, 8912, 29729, 10848, -152, 166, -222, 703
41089, 3768, 8914, 29746, 10847, -207, 187, -224, 703
22, 703
41109, 3770, 8915, 29693, 10843, -207, 163, -197, 703
703
41129, 3772, 8909, 28965, 10846, -204, 188, -193, 703
41159, 3775, 8920, 29552, 10848, -248, 174, -152, 703
41169, 3776, 8919, 29638, 10845, -206, 141, -140, 703
41179, 3777, 8921, 29567, 10848, -188, 136, -135, 703
41199, 3779, 8909, 29678, 10844, -70, 113, -167, 703
41219, 3781, 8916, 29651, 10846, -116, 142, -177, 703
41229, 3782, 8915, 29584, 10840, -128, 150, -225, 703
3, 8908, 29577, 10844, -119, 150, -251, 703
41249, 3784, 8912, 29572, 10844, -126, 141, -229, 703
02, 703

41289, 3788, 8914, 28903, 10842, -228, 67, -205, 703
41299, 3789, 8913, 29643, 10840, -172, 55, -172, 703
41309, 3790, 8904, 29687, 10836, -213, 46, -161, 703
41329, 3792, 8913, 29692, 10839, -262, 106, -162, 703
41349, 3794, 8915, 29711, 10837, -203, 181, -142, 703

41399, 3799, 8900, 29709, 10836, -217, 196, -28, 703
04
41439, 3803, 8914, 29662, 10837, -225, 164, -26, 704
41459, 3805, 8912, 29644, 10837, -187, 153, -3, 704

41509, 3810, 8908, 29689, 10835, -309, 169, -22,21, 179, -48, 703
41549, 3814, 8908, 29667, 10832, -152, 198, -149, 703
41579, 3817, 8909, 29620, 10836, -161, 143, -84, 703
41589, 3818, 8913, 29635, 10835, -167, 132, -107, 703
112, -164, 703
41659, 3825, 8909, 28711, 10835, -76, 121, -211, 703
41669, 3826, 8912, 29562, 10842, -84, 93, -243, 703
41689, 3828, 8904, 28032, 10836, -138, 90, -208, 703
41709, 3830, 8904, 29605, 10841, -147, 109, -216, 703
41759, 3835, 8911, 28856, 10838, -205, 185, -235, 703
41789, 3838, 8910, 24851, 10840, -231, 156, -261, 703
41819, 3841, 8913, 28625, 10838, -190, 156, -134, 703
41829, 3842, 8912, 29548, 10840, -192, 136, -157, 703
41869, 3846, 8914, 24082, 10841, -214, 149, -162, 703
41879, 3847, 8913, 26357, 10845, -164, 138, -205, 703
41889, 3848, 8922, 23643, 10846, -177, 132, -174, 703
41949, 3854, 8913, 27840, 10844, -255, 113, -137, 703
41959, 3855, 8912, 26712, 10844, -294, 131, -155, 703
41989, 3858, 8915, 25599, 10846, -306, 165, -143, 703
41999, 3859, 8919, 23138, 10846, -258, 207, -175, 703
42019, 3861, 8916, 22656, 10845, -97, 236, -197, 704
42029, 3862, 8916, 22864, 10846, -120, 195, -188, 704
42049, 3864, 8920, 22576, 10846, -153, 158, -206, 704
42059, 3865, 8912, 23061, 10844, -201, 202, -223, 704
42099, 3869, 8907, 23292, 10839, -213, 116, -273, 704
270, 704
42149, 3874, 8917, 22724, 10843, -221, 127, -84, 704
42169, 3876, 8916, 23313, 10842, -298, 192, -49, 704
42189, 3878, 8912, 22746, 10838, -224, 195, -79, 704
42199, 3879, 8912, 22489, 10840, -194, 187, -61, 704
4, 23150, 10839, -234, 179, -3, 703
42249, 3884, 8914, 23265, 10837, -327, 165, -2, 703
42269, 3886, 8913, 0, 10834, -326, 165, 31, 703
62, 10837, -296, 172, 17, 703
42359, 3895, 8903, 23618, 10837, -298, 188, -113, 703
42419, 3901, 8882, 23458, 10834, -15, 251, -225, 703
42429, 3902, 8878, 24148, 10840, 14, 222, -181, 703
42459, 3905, 8871, 0, 10839, -10, 98, -51, 703
